Username,Location,Date,Content,Rating,Title,Experience_date
elio,IT,2 ago 2023,"5 stelle alla Vs collaboratrice Valeria, persona disponibile sin dall'inizio nell'essere disponibile a rispondere a qualsiasi quesito posto. Garbata e gentile nei modi di fare e rassicurante, verso chi come me, ha deciso di cambiare fornitore e affidarsi a SORGENIA.",5,5 stelle alla Vs collaboratrice…,01 agosto 2023
PAOLA LAMA,IT,1 ago 2023,"Come farti perdere del tempo!!!!! Per una voltura luce e gas,operatori che ti rispondono via email che nulla va bene per fare la voltura,io mi chiedo? Ma questi impiegati della Sorgenia perché dopo che mando tutta la documentazione non leggono il tutto e poi dirmi cosa manca?(Burocrazia muta) Invece leggono pezzetto per pezzetto e ti fanno rimandare la documentazione a step,li trovo molto impreparati e fanno perdere del tempo al nuovo cliente spero almeno che i costi siano convenienti.",2,Come farti perdere del tempo!!!!,27 luglio 2023
Laura De rizzo,IT,1 ago 2023,Sono stata seguita con pazienza e professionalità. Speriamo che abbiano la stessa cura dei clienti adesso che lo sono! Staremo a vedere!,5,Buona assistenza,01 agosto 2023
Paolo Dalceggio,IT,1 ago 2023,"Ho attivato nuovo contratto con Sorgenia online da smartphone,tutto semplice e veloce! Vedrò se sarà anche conveniente.Alla prossima recensione...allora! Salve.",4,Ho attivato nuovo contratto con…,25 luglio 2023
Gian,IT,1 ago 2023,"Azienda molto PERICOLOSA e TRUFFALDINA manda bollette inesistenti. Non ho nessun contratto con loro!! Fate molta ATTENZIONE NON PAGATE, controllate il (POD) di solito è sbagliato!
Questi TRUFFATORI andrebbero bannati.
Gian.",1,Bollette inesistenti…!,01 agosto 2023
Irzeno Poletto,IT,Aggiornata il 4 ago 2023,"Secondo me, questa azienda può migliorare soltanto dicendo la verità, quindi la risposta generica ed inutile che mi hanno dato non cambia niente della sostanza, la loro inadempienza rimane insieme alla presunzione di avere sempre ragione. 04/08/23 la vostra risposta è ripetitiva ed inutile sembra di ascoltare un disco rotto. Dovete fare il vostro dovere a regola d’arte se non siete capaci cambiate mestiere, a questo proposito vi ricordo che la botola in ghisa del pozzetto situata sulla pubblica via è ancora aperta, opera dei vostri tecnici, vi ho già comunicato del pericolo e vi ho pure inutilmente inviato le foto che mi avete richiesto, il vostro disservizio si commenta da solo, non c’è bisogno di aggiungere altro. Buona sera.",1,Secondo me,01 luglio 2023
Nadir Cusini,IT,31 lug 2023,"Costi abbordabili , semplicità di uso del sito",5,Costi abbordabili,31 luglio 2023
BA ZU,IT,29 lug 2023,"Ho preso appuntamento tre volte per attivare la fornitura di luce gas e fibra e non sono mai stato richiamato. È inoltre impossibile parlare direttamente con un commerciale. Se questo è il livello dell'assistenza al momento di effettuare un contratto, posso solo immaginare cosa possa succedere se dovessero esserci dei problemi. Mi hanno dato l'idea di essere un'azienda poco seria, non li prenderò più in considerazione.",1,Assistenza inesistente,27 luglio 2023
Cristiano “freecris” Deana,IT,29 lug 2023,"Dopo aver fatica con un altro noto fornitore e soprattutto con la sua assistenza, ho chiamato Sorgenia.
In 14 minuti e mezzo di telefonata ho attivato le due fornitura luce e gas, con un gentilissiamo operatore (Giuseppe) che mi ha seguito in modo esemplare ad ogni passo.",5,Eccellenti e veloci nell'attivazione,29 luglio 2023
Simone P.,IT,28 lug 2023,fino ad ora l'attivazione tramite web l'ho trovata intuitiva e veloce.. laquinta stella laassegnerò dopo aver provato i servizi inclusi nella mia offerta.,4,richiesta via web super facile,28 luglio 2023
Gio,IT,Aggiornata il 13 set 2023,"Acquistato un impianto fotovoltaico da 5kw con relativo sistema di accumulo da 5kw. Ha iniziato da subito ad avere problemi l’inverter bloccandosi e, dopo svariate chiamate, è intervenuto un loro tecnico ed ha semplicemente riavviato l’apparato dicendo di aver risolto il problema.
Sta di fatto che il problema si è ripresentato più volte ed inoltre anche il sistema di accumulo puntualmente va in blocco (risolvevo temporaneamente riavviando manualmente il tutto come dal loro tecnico indicato).
Per tale motivo ho ricontattato l’assistenza e cosa mi han risposto??? (Dopo più di un mese tra l’altro) Che la garanzia di due anni era scaduta e che loro non avrebbero mandato nessuno.
Ora ho un impianto di poco più di due anni, pagato svariati euro che è continuamente in blocco!
COMPLIMENTI SORGENIA!
Meno male che Garantivate 10 anni il prodotto!

Aggiornamento del 13/09/2023:
Vengo contattato da operatore Sorgenia, il quale riferisce che solo i componenti sono in garanzia, ma che, trascorsi i due anni dall’installazione, l’uscita del tecnico sarebbe dovuta essere a mie spese! Allucinante!!!!
Assistenza ZERO!!!!",1,PESSIMA ESPERIENZA!,27 luglio 2023
Alberto Passagrilli,IT,27 lug 2023,"Purtroppo ha uno scarso servizio di assistenza clienti. Al telefono, in facebook, e per mail non rispondono mai in modo soddisfacente e non aiutano in nulla e io ad agosto cesserò di essere loro cliente.

L' ultima questione due operatrici telefoniche da me contattate oggi si rifiutano di segnalare i disservizi relativi al impossibilità di pagare mediante l' app e ad entrare nella mia area clienti del sito sia dal telefono sia da pc.

Se tento di cambiare password dal area clienti la mail del mio account non viene riconosciuta.

È chiaro che trattasi di bug ma purtroppo il loro bug più grosso è la scarsa serietà e professionalità del servizio di assistenza clienti.",1,Scarso servizio di assistenza clienti,27 luglio 2023
Anna Rusconi,IT,27 lug 2023,L'operatrice è stata molto gentile e chiara nella spiegazione dell'offerta e dei costi,5,L'operatrice è stata molto gentile e…,27 luglio 2023
Domenico,IT,26 lug 2023,"Senza entrare nel merito della convenienza o meno, a tutti quelli che parlano di trasparenza, perchè non si specifica CON SEMPLICITA' E CHIAREZZA che tariffa si applica al contratto luce? In teoria da quanto si legge sul loro sito (ed anche sui vari motori di ricerca di confronto) dovrebbe essere monoraria ma in realtà non è vero, perchè tutto dipende dal contatore che già avete: se è impostato a fasce scordatevi la monoraria! Ridicoli!!!",2,Per niente trasparenti,26 luglio 2023
Luca,IT,26 lug 2023,"Attivazione telefonica veloce.
Operatore cordiale e paziente.",4,Attivazione telefonica veloce.,26 luglio 2023
Paola,IT,25 lug 2023,"Giampaolo, che mi ha assistito nell'attivazione, è stato professionale, chiaro, preciso e paziente",5,Professionalità esperto Sorgenia,25 luglio 2023
maurizio,IT,25 lug 2023,N/A,1,Pessima esperienza,21 luglio 2023
Romeo,IT,25 lug 2023,"Ho ricevuto precisamente e con la massima cortesia tutte le indicazioni per addivenire all'apertura di un'ulteriore nuova utenza gas/luce e sono stato pazientemente aiutato nel predisporla.
Unica ""pecca', non mi sono state indicate le opportunità di eventuali di vantaggi (Es.: presenta un'amico - sconto di benvenuto - etc...), ma ho dovuto rappresentarli io: riterrei giusto che fossero rappresentati, e non invece necessariamente sollecitati, in specie se il rapporto è con persone già clienti.",4,Nuova ulteriore esperienza,25 luglio 2023
Mario Scarlatto,IT,24 lug 2023,Fornitore onesto e tariffa conveniente. Sono passato da poco a sorgenia con offerta a prezzo variabile ed effettivamente c'è stato sia un risparmio economico che una buona trasparenza nella gestione delle bollette.,5,Fornitore onesto e tariffa conveniente,24 luglio 2023
Fabio,IT,24 lug 2023,Molto bravo raffaelle che mi ha seguito passo passo,5,Molto bravo raffaelle che mi ha seguito…,24 luglio 2023
MP,IT,Aggiornata il 14 ago 2023,"Sono cliente Sorgenia da Aprile 2021 e purtroppo devo proprio recensire in maniera negativa il distributore.
Da Aprile 2023 ricevo bollette rispettivamente tra gli 800€ e 300€, in precedenza ero sui 40€. Fatta subito la segnalazione chiamando ed è stato inizio della epopea ancora non chiusa.
Il servizio telefonico customer care è totalmente inutile, la risposta è: aspettare controllo da parte del fornitore. Il contatto mail di customercare non risponde da mesi. Ho chiamato io personalmente il distributore IRIETI verificando che fosse tutto in ordine con il contatore, ma nulla, da Sorgenia non è dato rispondere.
Ogni tot chiamo / mando mail per tenere tracciato, ma nulla.
Oggi ho ricevuto una bolletta di rettifica che segnala effettivamente che c'è un riaccredito da effettuare ma senza dare dettagli e di contattare il servizio clienti, pertanto chiamo il servizio telefonico e mi dicono, indovinate un po'... di aspettare poiché la pratica è ancora in corso!!! Siamo al 24 Luglio ed è dal 28 Aprile che segnalo ed il massimo che ho ottenuto è una mail automatica a giugno indicante che se non rispondono in 30g ho diritto a 25€ di risarcimento come stabilito da Arera e altri indennizzi a crescere compatibili con il ritardo... più una mail ridicola che contempla un'attenzione ai clienti mai vista.
Delusa è dire poco, esperienza terribile, sconsiglio vivamente un provider così incapace di dare assistenza e senza una rete di supporto per le anomalie che funzioni davvero.

Aggiornamento 14 Agosto:
Il giorno dopo questa segnalazione su Trustpoint la ""Spettabile Sorgenia"" si è degnata di rispondere dopo mesi di attesa. Risposta pietosa e penosa, ma che in buona sostanza mi dà ragione, hanno palesemente sbagliato e addossano l'errore alla società di distribuzione elettrica, società che avevo io personalmente contattato e che in realtà mi aveva confermato esattamente i miei kW reali di consumo...
La cosa peggiore è che, nonostante avessi mandato l'autolettura, si sono giustificati scrivendo che hanno utilizzato delle stime e non i consumi effettivi... Nelle bollette invece scrivevano che i consumi erano effettivi (e sbagliati...)

Nel frattempo continuo ad essere contattata ogni giorno dalla società pagamenti per conto di Sorgenia per le fatture inesistenti dopo che la stessa Sorgenia mi manda la fattura ad inizio Agosto A CREDITO con un bel '-' di fronte alla cifra e, nero su bianco, la scritta che i pagamenti precedenti sono tutti in regola...
Sono senza parole, stufa, schifata e delusa...
Evidentemente ricevono un bonus per ogni cliente che li abbandona...

Consiglio per gli utenti: non chiamare il call center, ma mandare mail al customercare e poi mettere qui una recensione negativa... sembra essere l'unico modo per farsi considerare. FORSE!",1,Sono cliente Sorgenia da Aprile 2021 e…,24 luglio 2023
Pietro Pietro,IT,24 lug 2023,servizion clienti non in grado di aiutarmi a fare una nuova fornitura. chi assumente: gente con la 104 ?,1,servizion clienti vergognoso,07 aprile 2023
LF,IT,23 lug 2023,Dopo più di 1 anno di fornitura oggi ho avuto la sorpresa di scoprire che Sorgenia ha deciso di disattivare la mia utenza LUCE lasciandomi senza elettricità!! Unico avviso per mail... il giorno stesso della disattivazione quindi senza darmi la possibilità di contattarli dato che ho visto la mail solo dopo 2 giorni ed essendo il weekend non lavorano,1,Hanno chiuso il contratto senza avvisare,23 luglio 2023
Sandro Giannini,IT,21 lug 2023,"Perfetto, ho dovuto fare volture luce e gas e ho preso la fibra, tutta la pratica on line in 5 minuti.
Spero che tutte le attivazioni vadano bene come i l contratto",5,Perfetto,21 luglio 2023
alin allinul,IT,21 lug 2023,Già ho contratto con Sorgenia e sempre andato bene. Adesso cambio casa e vado sempre con Sorgenia,5,Già ho contratto con Sorgenia e sempre…,21 luglio 2023
Margherita Zanardelli,IT,21 lug 2023,"Ho appena sottoscritto con Sorgenia per luce e gas, quindi posso esprimere la mia soddisfazione solo per il servizio di apertura contratto; la signora Lorenza è stata molto efficiente e precisa, oltre che gentilissima. Grazie.",5,nuova cliente,20 luglio 2023
raffaella,IT,20 lug 2023,Da 1 anno che installato i pannelli con Sorgenia e il mio impianto spento! Complimenti! Chiamo per avere un tecnico….. niente! Sconsigliatissooo!,1,Da 1 anno che installato i una vergogna!!!!pannelli con…,29 luglio 2022
VALENTINA ELENA SILVIA,IT,20 lug 2023,"Seguita benissimo da Mauro che mi ha saputo consigliare l'offerta migliore e ha attivato velocemente le utenze.
Ottimo servizio!",5,Ottimo servizio,20 luglio 2023
Vittorio,IT,19 lug 2023,L'operatrice è stata veloce e bravissima,5,Attivazione fantastica,19 luglio 2023
Marius Aurel Ormenisan,IT,19 lug 2023,PAGINA WEB MOLTO INTUITIVA E FACILE DA COMPILARE .,5,PAGINA WEB MOLTO INTUITIVA E FACILE DA…,19 luglio 2023
Daniela,IT,17 lug 2023,È stato semplice seguire le istruzioni e la pagina non mi ha abbandonato mentre cercavo tutti i numeri necessari per la compilazione,5,Semplice,17 luglio 2023
Chiara,IT,17 lug 2023,"Società per nulla trasparente dato che se si è a credito non espongono in bolletta quanto è dovuto, di quanto si è a credito e quanto si deve pagare definitivamente.
Nonostante abbia dato ogni singolo mese i consumi effettivi in bolletta mi sono sempre ritrovata consumi ""stimati"", molto più alti di quelli che ho sempre consumato e inoltre indovinate un po?! I consumi più alti erano sempre nella fascia 1, quella più cara! Sono dei ladri! Non consiglio assolutamente! Felice di aver cambiato gestore perché ora anziché bollette da 200 € minimo (tariffe assurde per 2 ragazzi che lavorano fuori casa tutto il giorno), mi ritrovo bollette mensili da 50 €...nonostante inverno ed estate usiamo il condizionatore!!! Mah...",1,Menomale ho cambiato gestore delle utenze!!!,17 luglio 2023
BARBUTO,IT,17 lug 2023,N/A,5,molto gentili e preparati,17 luglio 2023
Luigi Daino,IT,17 lug 2023,"si può fare di meglio sul vostro servizio clienti on line.
date più spazio sui servizi offerti.",2,si può fare di meglio sul vostro…,17 luglio 2023
Francesco Maria Dicorato,IT,Aggiornata il 16 lug 2023,Prezzi tra i migliori sul mercato.,5,Prezzi tra i migliori sul mercato,16 luglio 2023
Marco,IT,14 lug 2023,Sorgenia mi permette di conoscere in nuovo modo di essere un consumatore e di essere più consapevole che le mie scelte sono importanti. Grazie per portare avanti questi valori.,5,Valore delle scelte,14 luglio 2023
RiccardoV,IT,14 lug 2023,"Come segnalato anche qua su Trustpilot da alcuni utenti, Sorgenia non sembra essere molto interessata ad avere nuovi clienti.
Abbiamo provato ad avviare le procedure di subentro per fornitura di energia elettrica il 08/07/2023, ci siamo accorti di aver sbagliato indicando ""nuova attivazione"" al posto di ""subentro"". Mi sono subito prodigato per contattare il centralino e modificare la richiesta, a detta degli operatori tutto era andato per il verso giusto e c'era solo da aspettare la mail di conferma attivazione della fornitura.
Dopo alcuni giorni richiamo per avere conferma, non era stato fatto nulla e la procedura era ancora in pendenza, ho dato massima disponibilità al pomeriggio e la sera per essere ricontattato e risolvere la questione.
Purtroppo un nulla di fatto, ad oggi la procedura è stata bloccata e rifiutata. Unico di tentativo di essere ricontattato a metà mattinata (quando ovviamente non potevo rispondere come avevo già specificato).
Ci rivolgeremo ad altro fornitore.",1,Non interessati a nuovi utenti,08 luglio 2023
